classifier name,metric name,step,train size,value
tripletnet + RF,accuracy,0,953,0.9168674698795181
tripletnet + RF,accuracy,1,978,0.9271084337349398
tripletnet + RF,accuracy,2,1003,0.9307228915662651
tripletnet + RF,accuracy,3,1028,0.9186746987951807
tripletnet + RF,accuracy,4,1053,0.936144578313253
tripletnet + RF,accuracy,5,1078,0.9283132530120481
tripletnet + RF,accuracy,6,1103,0.9373493975903614
tripletnet + RF,accuracy,7,1128,0.9373493975903614
tripletnet + RF,accuracy,8,1153,0.9379518072289157
tripletnet + RF,accuracy,9,1178,0.9439759036144578
tripletnet + RF,accuracy,10,1203,0.9439759036144578
tripletnet + RF,accuracy,11,1228,0.9355421686746987
tripletnet + RF,accuracy,12,1253,0.9512048192771084
tripletnet + RF,accuracy,13,1278,0.9608433734939759
tripletnet + RF,accuracy,14,1303,0.958433734939759
tripletnet + RF,accuracy,15,1328,0.9566265060240964
tripletnet + RF,accuracy,16,1353,0.9566265060240964
tripletnet + RF,accuracy,17,1378,0.9548192771084337
tripletnet + RF,accuracy,18,1403,0.9572289156626506
tripletnet + RF,accuracy,19,1428,0.9614457831325302
tripletnet + RF,accuracy,20,1453,0.9602409638554217
tripletnet + RF,f1_macro,0,953,0.6952249389246907
tripletnet + RF,f1_macro,1,978,0.7025715885044448
tripletnet + RF,f1_macro,2,1003,0.7342079590518811
tripletnet + RF,f1_macro,3,1028,0.7570969209859295
tripletnet + RF,f1_macro,4,1053,0.7900852288110383
tripletnet + RF,f1_macro,5,1078,0.7876315441174379
tripletnet + RF,f1_macro,6,1103,0.826241193765043
tripletnet + RF,f1_macro,7,1128,0.8063722991866946
tripletnet + RF,f1_macro,8,1153,0.756692669926513
tripletnet + RF,f1_macro,9,1178,0.8019398226499554
tripletnet + RF,f1_macro,10,1203,0.8362865195370937
tripletnet + RF,f1_macro,11,1228,0.817502599932531
tripletnet + RF,f1_macro,12,1253,0.8729219726309461
tripletnet + RF,f1_macro,13,1278,0.8889504712482001
tripletnet + RF,f1_macro,14,1303,0.8802088840052287
tripletnet + RF,f1_macro,15,1328,0.8827529080061242
tripletnet + RF,f1_macro,16,1353,0.8810693941249417
tripletnet + RF,f1_macro,17,1378,0.8764565983585777
tripletnet + RF,f1_macro,18,1403,0.8919992728047248
tripletnet + RF,f1_macro,19,1428,0.8771908007717972
tripletnet + RF,f1_macro,20,1453,0.882063956990625
tripletnet + RF,precision,0,953,0.8193056345416991
tripletnet + RF,precision,1,978,0.835404665044039
tripletnet + RF,precision,2,1003,0.7972223205959085
tripletnet + RF,precision,3,1028,0.8444889538463706
tripletnet + RF,precision,4,1053,0.8535100386362207
tripletnet + RF,precision,5,1078,0.8686980461335164
tripletnet + RF,precision,6,1103,0.8752210290024781
