classifier name,metric name,step,train size,value
tripletnet + RF [random],precision,10,292,0.79839552
tripletnet + RF [random],precision,11,317,0.75212101
tripletnet + RF [random],precision,12,342,0.761265251
tripletnet + RF [random],precision,13,367,0.764233029
tripletnet + RF [random],precision,14,392,0.701055448
tripletnet + RF [random],precision,15,417,0.795565885
tripletnet + RF [random],precision,16,442,0.814113596
tripletnet + RF [random],precision,17,467,0.785493906
tripletnet + RF [random],precision,18,492,0.897777201
tripletnet + RF [random],precision,19,517,0.773769976
tripletnet + RF [random],precision,20,542,0.777355527
tripletnet + RF [random],recall,0,42,0.419409724
tripletnet + RF [random],recall,1,67,0.547626091
tripletnet + RF [random],recall,2,92,0.571590716
tripletnet + RF [random],recall,3,117,0.538962972
tripletnet + RF [random],recall,4,142,0.593976041
tripletnet + RF [random],recall,5,167,0.596117089
tripletnet + RF [random],recall,6,192,0.582996806
tripletnet + RF [random],recall,7,217,0.66713711
tripletnet + RF [random],recall,8,242,0.680796562
tripletnet + RF [random],recall,9,267,0.636520322
tripletnet + RF [random],recall,10,292,0.675956381
tripletnet + RF [random],recall,11,317,0.693570375
tripletnet + RF [random],recall,12,342,0.722347368
tripletnet + RF [random],recall,13,367,0.659672342
tripletnet + RF [random],recall,14,392,0.632653305
tripletnet + RF [random],recall,15,417,0.725073291
tripletnet + RF [random],recall,16,442,0.733935462
tripletnet + RF [random],recall,17,467,0.695711947
tripletnet + RF [random],recall,18,492,0.738660815
tripletnet + RF [random],recall,19,517,0.692456619
tripletnet + RF [random],recall,20,542,0.680500107
