classifier name,metric name,step,train size,value
tripletnet + RF [random],accuracy,14,392,0.90957923
tripletnet + RF [random],accuracy,15,417,0.919427037
tripletnet + RF [random],accuracy,16,442,0.934646374
tripletnet + RF [random],accuracy,17,467,0.93912265
tripletnet + RF [random],accuracy,18,492,0.923903312
tripletnet + RF [random],accuracy,19,517,0.910474485
tripletnet + RF [random],accuracy,20,542,0.914950761
tripletnet + RF [random],f1_macro,0,42,0.430202494
tripletnet + RF [random],f1_macro,1,67,0.581700451
tripletnet + RF [random],f1_macro,2,92,0.567702732
tripletnet + RF [random],f1_macro,3,117,0.640885851
tripletnet + RF [random],f1_macro,4,142,0.650151899
tripletnet + RF [random],f1_macro,5,167,0.710104379
tripletnet + RF [random],f1_macro,6,192,0.660743877
tripletnet + RF [random],f1_macro,7,217,0.633633693
tripletnet + RF [random],f1_macro,8,242,0.6608019
tripletnet + RF [random],f1_macro,9,267,0.685315478
tripletnet + RF [random],f1_macro,10,292,0.654902839
tripletnet + RF [random],f1_macro,11,317,0.633346031
tripletnet + RF [random],f1_macro,12,342,0.650747172
tripletnet + RF [random],f1_macro,13,367,0.64724987
tripletnet + RF [random],f1_macro,14,392,0.727574714
tripletnet + RF [random],f1_macro,15,417,0.750269867
tripletnet + RF [random],f1_macro,16,442,0.731014559
tripletnet + RF [random],f1_macro,17,467,0.749419651
tripletnet + RF [random],f1_macro,18,492,0.655905939
tripletnet + RF [random],f1_macro,19,517,0.755732166
tripletnet + RF [random],f1_macro,20,542,0.749393704
tripletnet + RF [random],precision,0,42,0.486513272
tripletnet + RF [random],precision,1,67,0.61823411
tripletnet + RF [random],precision,2,92,0.623211002
tripletnet + RF [random],precision,3,117,0.660224293
tripletnet + RF [random],precision,4,142,0.691103898
tripletnet + RF [random],precision,5,167,0.726481264
tripletnet + RF [random],precision,6,192,0.692019979
tripletnet + RF [random],precision,7,217,0.675226967
tripletnet + RF [random],precision,8,242,0.699086928
tripletnet + RF [random],precision,9,267,0.709085823
tripletnet + RF [random],precision,10,292,0.668329264
tripletnet + RF [random],precision,11,317,0.642513315
tripletnet + RF [random],precision,12,342,0.665537427
tripletnet + RF [random],precision,13,367,0.645695187
tripletnet + RF [random],precision,14,392,0.750347356
tripletnet + RF [random],precision,15,417,0.783594329
tripletnet + RF [random],precision,16,442,0.731529979
tripletnet + RF [random],precision,17,467,0.784770241
tripletnet + RF [random],precision,18,492,0.657859467
tripletnet + RF [random],precision,19,517,0.817173332
tripletnet + RF [random],precision,20,542,0.759882022
tripletnet + RF [random],recall,0,42,0.456697051
tripletnet + RF [random],recall,1,67,0.592468042
tripletnet + RF [random],recall,2,92,0.531918229
tripletnet + RF [random],recall,3,117,0.636641469
tripletnet + RF [random],recall,4,142,0.622589923
tripletnet + RF [random],recall,5,167,0.71596261
tripletnet + RF [random],recall,6,192,0.643245106
tripletnet + RF [random],recall,7,217,0.623357097
tripletnet + RF [random],recall,8,242,0.635311369
tripletnet + RF [random],recall,9,267,0.666744038
tripletnet + RF [random],recall,10,292,0.644689406
tripletnet + RF [random],recall,11,317,0.627469306
tripletnet + RF [random],recall,12,342,0.641996174
tripletnet + RF [random],recall,13,367,0.655033752
tripletnet + RF [random],recall,14,392,0.710917078
tripletnet + RF [random],recall,15,417,0.729531241
tripletnet + RF [random],recall,16,442,0.7316307
tripletnet + RF [random],recall,17,467,0.731278433
tripletnet + RF [random],recall,18,492,0.66179782
tripletnet + RF [random],recall,19,517,0.719920253
tripletnet + RF [random],recall,20,542,0.741334472
