classifier name,metric name,step,train size,value
tripletnet + RF,accuracy,0,957,0.9301204819277108
tripletnet + RF,accuracy,1,982,0.939156626506024
tripletnet + RF,accuracy,2,1007,0.9403614457831325
tripletnet + RF,accuracy,3,1032,0.939156626506024
tripletnet + RF,accuracy,4,1057,0.9439759036144578
tripletnet + RF,accuracy,5,1082,0.9451807228915663
tripletnet + RF,accuracy,6,1107,0.9548192771084337
tripletnet + RF,accuracy,7,1132,0.9487951807228916
tripletnet + RF,accuracy,8,1157,0.9554216867469879
tripletnet + RF,accuracy,9,1182,0.9566265060240964
tripletnet + RF,accuracy,10,1207,0.9475903614457831
tripletnet + RF,accuracy,11,1232,0.9475903614457831
tripletnet + RF,accuracy,12,1257,0.9542168674698795
tripletnet + RF,accuracy,13,1282,0.9542168674698795
tripletnet + RF,accuracy,14,1307,0.9608433734939759
tripletnet + RF,accuracy,15,1332,0.958433734939759
tripletnet + RF,accuracy,16,1357,0.9566265060240964
tripletnet + RF,accuracy,17,1382,0.9590361445783132
tripletnet + RF,accuracy,18,1407,0.9542168674698795
tripletnet + RF,accuracy,19,1432,0.9608433734939759
tripletnet + RF,accuracy,20,1457,0.9548192771084337
tripletnet + RF,f1_macro,0,957,0.7092812344362273
tripletnet + RF,f1_macro,1,982,0.7864871267192475
tripletnet + RF,f1_macro,2,1007,0.82206721523457
tripletnet + RF,f1_macro,3,1032,0.7945198684460023
tripletnet + RF,f1_macro,4,1057,0.8450794096312734
tripletnet + RF,f1_macro,5,1082,0.8301670627102009
tripletnet + RF,f1_macro,6,1107,0.8679312737782278
tripletnet + RF,f1_macro,7,1132,0.8528628457576033
tripletnet + RF,f1_macro,8,1157,0.8760335857641486
tripletnet + RF,f1_macro,9,1182,0.8661162859706282
tripletnet + RF,f1_macro,10,1207,0.84767147504802
tripletnet + RF,f1_macro,11,1232,0.8572681009922389
tripletnet + RF,f1_macro,12,1257,0.8582746864041102
tripletnet + RF,f1_macro,13,1282,0.8719146236318318
tripletnet + RF,f1_macro,14,1307,0.8838758251826402
tripletnet + RF,f1_macro,15,1332,0.8802464860097761
tripletnet + RF,f1_macro,16,1357,0.8771755574255241
tripletnet + RF,f1_macro,17,1382,0.8807286056259939
tripletnet + RF,f1_macro,18,1407,0.8708761617458185
tripletnet + RF,f1_macro,19,1432,0.8769348670021889
tripletnet + RF,f1_macro,20,1457,0.8692378795158398
tripletnet + RF,precision,0,957,0.9652417432754511
tripletnet + RF,precision,1,982,0.9513054191744679
tripletnet + RF,precision,2,1007,0.9030409617472591
tripletnet + RF,precision,3,1032,0.9157115285840061
tripletnet + RF,precision,4,1057,0.9242441783031774
tripletnet + RF,precision,5,1082,0.9199481872521089
tripletnet + RF,precision,6,1107,0.935037377533552
tripletnet + RF,precision,7,1132,0.9170844470844471
tripletnet + RF,precision,8,1157,0.9172888009300989
tripletnet + RF,precision,9,1182,0.9275742152319909
tripletnet + RF,precision,10,1207,0.9065083192738594
tripletnet + RF,precision,11,1232,0.9261458126408456
tripletnet + RF,precision,12,1257,0.9277929912291146
tripletnet + RF,precision,13,1282,0.9351535530181512
tripletnet + RF,precision,14,1307,0.9350182475527815
tripletnet + RF,precision,15,1332,0.9279018189472884
tripletnet + RF,precision,16,1357,0.9393927689816246
tripletnet + RF,precision,17,1382,0.9410404776675614
tripletnet + RF,precision,18,1407,0.9241812782318322
tripletnet + RF,precision,19,1432,0.9512603073094279
tripletnet + RF,precision,20,1457,0.934296678922121
tripletnet + RF,recall,0,957,0.6586764521418143
tripletnet + RF,recall,1,982,0.7147626548355355
tripletnet + RF,recall,2,1007,0.7708749396044865
tripletnet + RF,recall,3,1032,0.7308493503516491
tripletnet + RF,recall,4,1057,0.79064861854076
tripletnet + RF,recall,5,1082,0.7804014431080931
tripletnet + RF,recall,6,1107,0.823640403350416
tripletnet + RF,recall,7,1132,0.8076900248732206
tripletnet + RF,recall,8,1157,0.8452213007606701
tripletnet + RF,recall,9,1182,0.8251983943549501
tripletnet + RF,recall,10,1207,0.8089081792297964
tripletnet + RF,recall,11,1232,0.8089861609858549
tripletnet + RF,recall,12,1257,0.8101509504150007
tripletnet + RF,recall,13,1282,0.8288553328685617
tripletnet + RF,recall,14,1307,0.8477723535546489
tripletnet + RF,recall,15,1332,0.8434388992254422
tripletnet + RF,recall,16,1357,0.8344809495830052
tripletnet + RF,recall,17,1382,0.8377889730680248
