classifier name,metric name,step,train size,value
tripletnet + RF,accuracy,0,915,0.8837349397590362
tripletnet + RF,accuracy,1,940,0.8753012048192771
tripletnet + RF,accuracy,2,965,0.9
tripletnet + RF,accuracy,3,990,0.9078313253012048
tripletnet + RF,accuracy,4,1015,0.9204819277108434
tripletnet + RF,accuracy,5,1040,0.9234939759036145
tripletnet + RF,accuracy,6,1065,0.9204819277108434
tripletnet + RF,accuracy,7,1090,0.9433734939759036
tripletnet + RF,accuracy,8,1115,0.9475903614457831
tripletnet + RF,accuracy,9,1140,0.9457831325301205
tripletnet + RF,accuracy,10,1165,0.9506024096385542
tripletnet + RF,accuracy,11,1190,0.9572289156626506
tripletnet + RF,accuracy,12,1215,0.9506024096385542
tripletnet + RF,accuracy,13,1240,0.9487951807228916
tripletnet + RF,accuracy,14,1265,0.9602409638554217
tripletnet + RF,accuracy,15,1290,0.9602409638554217
tripletnet + RF,accuracy,16,1315,0.9560240963855422
tripletnet + RF,accuracy,17,1340,0.9602409638554217
tripletnet + RF,accuracy,18,1365,0.9560240963855422
tripletnet + RF,accuracy,19,1390,0.9680722891566265
tripletnet + RF,accuracy,20,1415,0.9614457831325302
tripletnet + RF,f1_macro,0,915,0.6807829310390202
tripletnet + RF,f1_macro,1,940,0.6153481552879109
tripletnet + RF,f1_macro,2,965,0.7482525954737855
tripletnet + RF,f1_macro,3,990,0.7828454591287782
tripletnet + RF,f1_macro,4,1015,0.8122749403087102
tripletnet + RF,f1_macro,5,1040,0.8231580439820728
tripletnet + RF,f1_macro,6,1065,0.8152227639348038
tripletnet + RF,f1_macro,7,1090,0.8323242973464972
tripletnet + RF,f1_macro,8,1115,0.8598867916544544
tripletnet + RF,f1_macro,9,1140,0.8317015631797169
tripletnet + RF,f1_macro,10,1165,0.8710485200919983
tripletnet + RF,f1_macro,11,1190,0.894124460769931
tripletnet + RF,f1_macro,12,1215,0.8663430633672771
tripletnet + RF,f1_macro,13,1240,0.8790926071857923
tripletnet + RF,f1_macro,14,1265,0.8902974950518775
tripletnet + RF,f1_macro,15,1290,0.8789782300257161
tripletnet + RF,f1_macro,16,1315,0.8769995220071356
tripletnet + RF,f1_macro,17,1340,0.8858355327032633
tripletnet + RF,f1_macro,18,1365,0.8763656173560659
tripletnet + RF,f1_macro,19,1390,0.9026319819114853
tripletnet + RF,f1_macro,20,1415,0.8873116342475311
tripletnet + RF,precision,0,915,0.8766980651162957
tripletnet + RF,precision,1,940,0.8552475133364391
tripletnet + RF,precision,2,965,0.9097036010432238
tripletnet + RF,precision,3,990,0.9148346981658222
tripletnet + RF,precision,4,1015,0.9102947579792856
tripletnet + RF,precision,5,1040,0.931809685214826
tripletnet + RF,precision,6,1065,0.9178713305473869
tripletnet + RF,precision,7,1090,0.854975946386133
tripletnet + RF,precision,8,1115,0.9283513287558289
tripletnet + RF,precision,9,1140,0.8668959085651083
tripletnet + RF,precision,10,1165,0.9229046555512976
tripletnet + RF,precision,11,1190,0.9372573482103007
tripletnet + RF,precision,12,1215,0.9209764745005635
tripletnet + RF,precision,13,1240,0.9296500536056997
tripletnet + RF,precision,14,1265,0.9405566616698596
tripletnet + RF,precision,15,1290,0.9129339399774281
tripletnet + RF,precision,16,1315,0.9157217694293187
tripletnet + RF,precision,17,1340,0.9413406309547518
tripletnet + RF,precision,18,1365,0.9326557594537409
tripletnet + RF,precision,19,1390,0.9503883296190988
tripletnet + RF,precision,20,1415,0.9468445686280325
tripletnet + RF,recall,0,915,0.6396524916116317
tripletnet + RF,recall,1,940,0.5652695667879932
tripletnet + RF,recall,2,965,0.6899172647350132
tripletnet + RF,recall,3,990,0.7109688715350477
tripletnet + RF,recall,4,1015,0.7505398786062891
tripletnet + RF,recall,5,1040,0.7569850824076853
tripletnet + RF,recall,6,1065,0.7452209827404422
tripletnet + RF,recall,7,1090,0.81717658308944
tripletnet + RF,recall,8,1115,0.8107423499253537
tripletnet + RF,recall,9,1140,0.8020705646177906
tripletnet + RF,recall,10,1165,0.8302288529638286
tripletnet + RF,recall,11,1190,0.8579105922841848
tripletnet + RF,recall,12,1215,0.8225215133202184
tripletnet + RF,recall,13,1240,0.8379317113842625
tripletnet + RF,recall,14,1265,0.8511778100402447
